Key	English	Japanese	Comment
pokemon_name_0059	Arcanine	ウインディ	
pokemon_name_0060	Poliwag	ニョロモ	
pokemon_name_0061	Poliwhirl	ニョロゾ	
pokemon_name_0062	Poliwrath	ニョロボン	
pokemon_name_0063	Abra	ケーシィ	
pokemon_name_0064	Kadabra	ユンゲラー	
pokemon_name_0065	Alakazam	フーディン	
pokemon_name_0066	Machop	ワンリキー	
pokemon_name_0067	Machoke	ゴーリキー	
pokemon_name_0068	Machamp	カイリキー	
pokemon_name_0069	Bellsprout	マダツボミ	
pokemon_name_0070	Weepinbell	ウツドン	
pokemon_name_0071	Victreebel	ウツボット	
pokemon_name_0072	Tentacool	メノクラゲ	
pokemon_name_0073	Tentacruel	ドククラゲ	
pokemon_name_0074	Geodude	イシツブテ	
pokemon_name_0075	Graveler	ゴローン	
pokemon_name_0076	Golem	ゴローニャ	
pokemon_name_0077	Ponyta	ポニータ	
pokemon_name_0078	Rapidash	ギャロップ	
pokemon_name_0079	Slowpoke	ヤドン	
pokemon_name_0080	Slowbro	ヤドラン	
pokemon_name_0081	Magnemite	コイル	
pokemon_name_0082	Magneton	レアコイル	
pokemon_name_0083	Farfetch'd	カモネギ	
pokemon_name_0084	Doduo	ドードー	
pokemon_name_0085	Dodrio	ドードリオ	
pokemon_name_0086	Seel	パウワウ	
pokemon_name_0087	Dewgong	ジュゴン	
pokemon_name_0088	Grimer	ベトベター	
pokemon_name_0089	Muk	ベトベトン	
pokemon_name_0090	Shellder	シェルダー	
pokemon_name_0091	Cloyster	パルシェン	
pokemon_name_0092	Gastly	ゴース	
pokemon_name_0093	Haunter	ゴースト	
pokemon_name_0094	Gengar	ゲンガー	
pokemon_name_0095	Onix	イワーク	
pokemon_name_0096	Drowzee	スリープ	
pokemon_name_0097	Hypno	スリーパー	
pokemon_name_0098	Krabby	クラブ	
pokemon_name_0099	Kingler	キングラー	
pokemon_name_0100	Voltorb	ビリリダマ	
pokemon_name_0101	Electrode	マルマイン	
pokemon_name_0102	Exeggcute	タマタマ	
pokemon_name_0103	Exeggutor	ナッシー	
pokemon_name_0104	Cubone	カラカラ	
pokemon_name_0105	Marowak	ガラガラ	
pokemon_name_0106	Hitmonlee	サワムラー	
pokemon_name_0107	Hitmonchan	エビワラー	
pokemon_name_0108	Lickitung	ベロリンガ	
pokemon_name_0109	Koffing	ドガース	
pokemon_name_0110	Weezing	マタドガス	
pokemon_name_0111	Rhyhorn	サイホーン	
pokemon_name_0112	Rhydon	サイドン	
pokemon_name_0113	Chansey	ラッキー	
pokemon_name_0114	Tangela	モンジャラ	
pokemon_name_0115	Kangaskhan	ガルーラ	
pokemon_name_0116	Horsea	タッツー	
pokemon_name_0117	Seadra	シードラ	
pokemon_name_0118	Goldeen	トサキント	
pokemon_name_0119	Seaking	アズマオウ	
pokemon_name_0120	Staryu	ヒトデマン	
pokemon_name_0121	Starmie	スターミー	
pokemon_name_0122	Mr. Mime	バリヤード	
pokemon_name_0123	Scyther	ストライク	
pokemon_name_0124	Jynx	ルージュラ	
pokemon_name_0125	Electabuzz	エレブー	
pokemon_name_0126	Magmar	ブーバー	
pokemon_name_0127	Pinsir	カイロス	
pokemon_name_0128	Tauros	ケンタロス	
pokemon_name_0129	Magikarp	コイキング	
pokemon_name_0130	Gyarados	ギャラドス	
pokemon_name_0131	Lapras	ラプラス	
pokemon_name_0132	Ditto	メタモン	
pokemon_name_0133	Eevee	イーブイ	
pokemon_name_0134	Vaporeon	シャワーズ	
pokemon_name_0135	Jolteon	サンダース	
pokemon_name_0136	Flareon	ブースター	
pokemon_name_0137	Porygon	ポリゴン	
pokemon_name_0138	Omanyte	オムナイト	
pokemon_name_0139	Omastar	オムスター	
pokemon_name_0140	Kabuto	カブト	
pokemon_name_0141	Kabutops	カブトプス	
pokemon_name_0142	Aerodactyl	プテラ	
pokemon_name_0143	Snorlax	カビゴン	
pokemon_name_0144	Articuno	フリーザー	
pokemon_name_0145	Zapdos	サンダー	
pokemon_name_0146	Moltres	ファイヤー	
pokemon_name_0147	Dratini	ミニリュウ	
pokemon_name_0148	Dragonair	ハクリュー	
pokemon_name_0149	Dragonite	カイリュー	
pokemon_name_0150	Mewtwo	ミュウツー	
pokemon_name_0151	Mew	ミュウ	
pokemon_desc_0000	None	None	
pokemon_desc_0001	Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger. 	日なたで昼寝をする姿を見かける。太陽の光をいっぱい浴びることで背中のタネが大きく育つのだ。	
pokemon_desc_0002	There is a bud on this Pokémon's back. To support its weight, Ivysaur's legs and trunk grow thick and strong. If it starts spending more time lying in the sunlight, it's a sign that the bud will bloom into a large flower soon. 	つぼみを支えるため足腰が強くなる。日なたでじっとする時間が長くなればいよいよ大輪の花が咲くころだ。	
pokemon_desc_0003	There is a large flower on Venusaur's back. The flower is said to take on vivid colors if it gets plenty of nutrition and sunlight. The flower's aroma soothes the emotions of people. 	十分な栄養と太陽の光が花の色を鮮やかにするといわれる。花の香りは人の心を癒す。	
pokemon_desc_0004	The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when Charmander is enjoying itself. If the Pokémon becomes enraged, the flame burns fiercely. 	尻尾の炎は気分を表現。楽しいときにはゆらゆら炎がゆれて怒ったときにはめらめら盛んに燃える。	
pokemon_desc_0005	Charmeleon mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color. 	鋭いツメでようしゃなくたたきのめす。強敵と向かい合うと気分がたかぶり尻尾の炎が青白く燃えあがる。	
pokemon_desc_0006	Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself. 	強い相手を求めて空を飛び回る。なんでも溶かしてしまう高熱の炎を自分より弱いものに向けることはしない。	
pokemon_desc_0007	Squirtle's shell is not merely used for protection. The shell's rounded shape and the grooves on its surface help minimize resistance in water, enabling this Pokémon to swim at high speeds. 	甲羅の役目は身を守るだけではない。丸い形と表面の溝が水の抵抗を減らすので速く泳げるのだ。	
pokemon_desc_0008	Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as Wartortle ages. The scratches on its shell are evidence of this Pokémon's toughness as a battler. 	ふさふさの毛で覆われた大きな尻尾は長生きするほど深い色合いに変わる。甲羅のキズは強者の証。	
pokemon_desc_0009	Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet. 	甲羅の噴射口のねらいは正確。水の弾丸を５０メートル離れた空き缶に命中させることができるぞ。	
pokemon_desc_0010	Caterpie has a voracious appetite. It can devour leaves bigger than its body right before your eyes. From its antenna, this Pokémon releases a terrifically strong odor. 	体よりも大きな葉っぱをみるみる食べつくしてしまうほどの食欲をもつ。触角から強烈な臭いを出すぞ。	
pokemon_desc_0011	The shell covering this Pokémon's body is as hard as an iron slab. Metapod does not move very much. It stays still because it is preparing its soft innards for evolution inside the hard shell. 	体のカラは鉄板のように硬い。あまり動かないのはカラの中で柔らかい中身が進化の準備をしているからだ。	
pokemon_desc_0012	Butterfree has a superior ability to search for delicious honey from flowers. It can even search out, extract, and carry honey from flowers that are blooming over six miles from its nest. 	美味しい花のミツを探す能力に優れすみかから１０キロ離れた場所に咲く花からミツを集めて運んでいる。	
pokemon_desc_0013	Weedle has an extremely acute sense of smell. It is capable of distinguishing its favorite kinds of leaves from those it dislikes just by sniffing with its big red proboscis (nose). 	とても鋭い嗅覚を持っている。好物の葉っぱか嫌いな葉っぱか大きな赤い鼻で嗅ぎ分ける。	
pokemon_desc_0014	Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch. 	ほとんど動かず木につかまっているが中では進化の準備で大忙し。その証拠に体が熱くなっているぞ。	
pokemon_desc_0015	Beedrill is extremely territorial. No one should ever approach its nest—this is for their own safety. If angered, they will attack in a furious swarm. 	縄張り意識がとても強いのでスピアーのすみかには近づかないほうが身のためだ。怒ると集団で襲ってくるぞ。	
pokemon_desc_0016	Pidgey has an extremely sharp sense of direction. It is capable of unerringly returning home to its nest, however far it may be removed from its familiar surroundings. 	方向感覚にとても優れているのでどんなに離れた場所からでも迷わずに自分の巣まで帰ることができる。	
pokemon_desc_0017	Pidgeotto claims a large area as its own territory. This Pokémon flies around, patrolling its living space. If its territory is violated, it shows no mercy in thoroughly punishing the foe with its sharp claws. 	広い縄張りを飛んで見まわりをする。縄張りを荒らす相手は容赦しない。鋭いツメで徹底的に懲らしめるぞ。	
pokemon_desc_0018	This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon. 	美しい光沢の羽を持つポケモン。頭の羽の美しさに心奪われピジョットを育てるトレーナーも多い。	
pokemon_desc_0019	Rattata is cautious in the extreme. Even while it is asleep, it constantly listens by moving its ears around. It is not picky about where it lives—it will make its nest anywhere. 	警戒心がとても強く寝ているときも耳を動かし周りの音を聞いている。どこにでもすみつき巣をつくる。	
pokemon_desc_0020	Raticate's sturdy fangs grow steadily. To keep them ground down, it gnaws on rocks and logs. It may even chew on the walls of houses. 	丈夫なキバはどんどん伸びるので岩や大木をかじって削っている。家のカベをかじられることもあるよ。	
pokemon_desc_0021	Spearow has a very loud cry that can be heard over half a mile away. If its high, keening cry is heard echoing all around, it is a sign that they are warning each other of danger. 	大きな鳴き声は１キロ先まで届く。あちこちでカン高い声が聞こえるときは仲間たちに危険を報せている合図だ。	
pokemon_desc_0022	Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey. 	長い首とくちばしは土や水の中にいるエサを捕まえるのに便利。細長いくちばしで器用につまむぞ。	
pokemon_desc_0023	Ekans curls itself up in a spiral while it rests. Assuming this position allows it to quickly respond to a threat from any direction with a glare from its upraised head. 	ぐるぐる体を巻いて休んでいるのはどの方向から敵が襲ってきてもとっさに頭を向けて威嚇できるからだ。	
pokemon_desc_0024	This Pokémon is terrifically strong in order to constrict things with its body. It can even flatten steel oil drums. Once Arbok wraps its body around its foe, escaping its crushing embrace is impossible. 	締めつける力はとても強力。ドラム缶もぺしゃんこにしてしまうぞ。巻きつかれたら逃げだすことは不可能だ。	
pokemon_desc_0025	Whenever Pikachu comes across something new, it blasts it with a jolt of electricity. If you come across a blackened berry, it's evidence that this Pokémon mistook the intensity of its charge. 	はじめてみるものには電撃を当てる。黒こげのきのみが落ちていたらそれは電撃の強さを間違えた証拠だよ。	
pokemon_desc_0026	If the electrical sacs become excessively charged, Raichu plants its tail in the ground and discharges. Scorched patches of ground will be found near this Pokémon's nest. 	電気袋に電気がたまり過ぎたときは尻尾を地面につけて放電する。巣の近くには地面に焼け焦げがある。	
pokemon_desc_0027	Sandshrew's body is configured to absorb water without waste, enabling it to survive in an arid desert. This Pokémon curls up to protect itself from its enemies. 	水分を無駄なく吸収する体のつくりなので乾燥した砂地でも平気。体を丸めて敵の攻撃を防ぐ。	
pokemon_desc_0028	Sandslash's body is covered by tough spikes, which are hardened sections of its hide. Once a year, the old spikes fall out, to be replaced with new spikes that grow out from beneath the old ones. 	体のトゲは皮膚が硬くなったもの。１年に１回古いトゲが抜け落ちて新しいトゲが下から生えてくる。	
pokemon_desc_0029	Nidoran♀ has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied Pokémon. When enraged, it releases a horrible toxin from its horn. 	小さい体を守るため強力な毒針が発達したと考えられている。怒るとツノの先から猛毒を出す。	
pokemon_desc_0030	When Nidorina are with their friends or family, they keep their barbs tucked away to prevent hurting each other. This Pokémon appears to become nervous if separated from the others. 	仲間や家族と一緒のときはお互い傷つかないようにトゲが引っ込んでいる。仲間から離れると不安になるらしい。	
pokemon_desc_0031	Nidoqueen's body is encased in extremely hard scales. It is adept at sending foes flying with harsh tackles. This Pokémon is at its strongest when it is defending its young. 	硬いウロコで覆われた体をぶつけて相手を弾き飛ばす攻撃が得意だ。子どもを守るときが一番強い。	
pokemon_desc_0032	Nidoran♂ has developed muscles for moving its ears. Thanks to them, the ears can be freely moved in any direction. Even the slightest sound does not escape this Pokémon's notice. 	耳を動かす筋肉が発達していてどんな向きにも自在に耳を動かせる。かすかな物音も聞き漏らさないポケモン。	
pokemon_desc_0033	Nidorino has a horn that is harder than a diamond. If it senses a hostile presence, all the barbs on its back bristle up at once, and it challenges the foe with all its might. 	ダイヤモンドよりも硬いツノを持つ。敵の気配を感じると背中のトゲが一斉に逆立ち全力で立ち向かう。	
pokemon_desc_0034	Nidoking's thick tail packs enormously destructive power. With one swing, it can topple a metal transmission tower. Once this Pokémon goes on a rampage, there is no stopping it. 	太い尻尾の一振りは頑丈な鉄塔もへし折るすさまじい破壊力。一度暴れだすと手がつけられない。	
pokemon_desc_0035	On every night of a full moon, groups of this Pokémon come out to play. When dawn arrives, the tired Clefairy return to their quiet mountain retreats and go to sleep nestled up against each other. 	満月の夜は元気いっぱいに遊ぶ。明け方疲れたピッピたちは静かな山奥で仲間たちと寄り添って眠る。	
pokemon_desc_0036	Clefable moves by skipping lightly as if it were flying using its wings. Its bouncy step lets it even walk on water. It is known to take strolls on lakes on quiet, moonlit nights. 	翼を使って飛ぶようにスキップ。水面を歩くことだってできるのだ。静かな月夜に湖を歩く。	
pokemon_desc_0037	At the time of its birth, Vulpix has one white tail. The tail separates into six if this Pokémon receives plenty of love from its Trainer. The six tails become magnificently curled. 	生まれたときは白い１本の尻尾。愛情をたっぷり受けると尻尾は６本に分かれて見事な巻き毛になる。	
pokemon_desc_0038	Ninetales casts a sinister light from its bright red eyes to gain total control over its foe's mind. This Pokémon is said to live for a thousand years. 	真っ赤な瞳は怪しい光を放ち相手の心を自在に操る。１０００年間生きるといわれている。	
pokemon_desc_0039	Jigglypuff's vocal cords can freely adjust the wavelength of its voice. This Pokémon uses this ability to sing at precisely the right wavelength to make its foes most drowsy. 	声の波長を自在に変える声帯を持っているので相手がいちばん眠くなる波長で歌を歌うことができる。	
pokemon_desc_0040	Wigglytuff has large, saucerlike eyes. The surfaces of its eyes are always covered with a thin layer of tears. If any dust gets in this Pokémon's eyes, it is quickly washed away. 	大きな丸い瞳の表面には涙の薄い膜がいつも張っている。ほこりがついてもすぐ洗い流される。	
pokemon_desc_0041	Zubat remains quietly unmoving in a dark spot during the bright daylight hours. It does so because prolonged exposure to the sun causes its body to become slightly burned. 	昼間暗闇でじっとしているのは太陽の光を長い時間浴びると全身が軽く火傷してしまうからだ。	
pokemon_desc_0042	Golbat loves to drink the blood of living things. It is particularly active in the pitch black of night. This Pokémon flits around in the night skies, seeking fresh blood. 	生き物の血液が大好物。特に真夜中活動することが多く生き血を求めて夜空を飛び回る。	
pokemon_desc_0043	During the daytime, Oddish buries itself in soil to absorb nutrients from the ground using its entire body. The more fertile the soil, the glossier its leaves become. 	昼間地面の中に体を埋めて土の栄養を全身で吸い上げている。肥えた土ほど葉っぱにツヤが出るという。	
pokemon_desc_0044	Gloom releases a foul fragrance from the pistil of its flower. When faced with danger, the stench worsens. If this Pokémon is feeling calm and secure, it does not release its usual stinky aroma. 	危険を感じるとめしべの放つくさい臭いがさらに強まるが心が穏やかなときはくさい臭いを出さないのだ。	
pokemon_desc_0045	Vileplume's toxic pollen triggers atrocious allergy attacks. That's why it is advisable never to approach any attractive flowers in a jungle, however pretty they may be. 	毒花粉は酷いアレルギーを起こす。ジャングルで美しい花をみつけてもうかつに近寄らないほうがいいよ。	
pokemon_desc_0046	Paras has parasitic mushrooms growing on its back called tochukaso. They grow large by drawing nutrients from this Bug Pokémon host. They are highly valued as a medicine for extending life. 	パラスから養分を吸い取って大きくなるキノコは冬虫夏草と呼ばれている。長寿の薬になる貴重なキノコ。	
pokemon_desc_0047	Parasect is known to infest large trees en masse and drain nutrients from the lower trunk and roots. When an infested tree dies, they move onto another tree all at once. 	パラセクトは集団で大木の根元にくっついて栄養を吸い取ってしまう。枯れると一斉に別の木に移動する。	
pokemon_desc_0048	Venonat is said to have evolved with a coat of thin, stiff hair that covers its entire body for protection. It possesses large eyes that never fail to spot even minuscule prey. 	身を守るために細く硬い体毛が全身を覆うようになったといわれる。小さな獲物を見逃さない目を持つ。	
pokemon_desc_0049	Venomoth is nocturnal—it is a Pokémon that only becomes active at night. Its favorite prey are small insects that gather around streetlights, attracted by the light in the darkness. 	夜行性で夜に活動を始める。街灯の灯りに誘われ集まった小さな虫を好んで食べる。	
pokemon_desc_0050	Diglett are raised in most farms. The reason is simple—wherever this Pokémon burrows, the soil is left perfectly tilled for planting crops. This soil is made ideal for growing delicious vegetables. 	ほとんどの農家はディグダを育てている。ディグダが穴を掘った土地はほどよく耕され美味しい野菜がつくれるからだ。	
pokemon_desc_0051	Dugtrio are actually triplets that emerged from one body. As a result, each triplet thinks exactly like the other two triplets. They work cooperatively to burrow endlessly. 	元々一つの体から３つ子になったのでみんな考えることは同じ。力を合わせどこまでも掘り進む。	
pokemon_desc_0052	Meowth withdraws its sharp claws into its paws to slinkily sneak about without making any incriminating footsteps. For some reason, this Pokémon loves shiny coins that glitter with light. 	鋭いツメを引っ込めて抜き足差し足足音を立てずに歩くことができる。キラキラ光るコインがなぜか大好きだ。	
pokemon_desc_0053	Persian has six bold whiskers that give it a look of toughness. The whiskers sense air movements to determine what is in the Pokémon's surrounding vicinity. It becomes docile if grabbed by the whiskers. 	たくましい６本のヒゲは空気の動きで周りの様子をキャッチする役割。ヒゲをつかまれると大人しくなってしまう。	
pokemon_desc_0054	Psyduck uses a mysterious power. When it does so, this Pokémon generates brain waves that are supposedly only seen in sleepers. This discovery spurred controversy among scholars. 	不思議な力を発揮しているコダックから眠っているときだけ出るはずの脳波が観測されて学会の話題になった。	
pokemon_desc_0055	The webbed flippers on its forelegs and hind legs and the streamlined body of Golduck give it frightening speed. This Pokémon is definitely much faster than even the most athletic swimmer. 	手足の水かきと流線型の体が水中で恐るべきスピードを生みだす。金メダリストよりも断然速いぞ。	
pokemon_desc_0056	When Mankey starts shaking and its nasal breathing turns rough, it's a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath. 	体が震え鼻息が荒くなれば怒りだす前触れなのだがあっという間に激しく怒るので逃げ出す暇はない。	
pokemon_desc_0057	When Primeape becomes furious, its blood circulation is boosted. In turn, its muscles are made even stronger. However, it also becomes much less intelligent at the same time. 	激しく怒ることで血行が良くなり筋肉の力を強くするのだ。ただし頭の回転は遅くなるぞ。	
pokemon_desc_0058	Growlithe has a superb sense of smell. Once it smells anything, this Pokémon won't forget the scent, no matter what. It uses its advanced olfactory sense to determine the emotions of other living things. 	嗅覚に優れ一度嗅いだ臭いはなにがあっても絶対に忘れない。相手の気持ちを臭いで察知する。	
pokemon_desc_0059	Arcanine is known for its high speed. It is said to be capable of running over 6,200 miles in a single day and night. The fire that blazes wildly within this Pokémon's body is its source of power. 	１００００キロの距離を一昼夜で走るといわれている快速のポケモン。体内で燃え盛る炎がパワーとなる。	
pokemon_desc_0060	Poliwag has a very thin skin. It is possible to see the Pokémon's spiral innards right through the skin. Despite its thinness, however, the skin is also very flexible. Even sharp fangs bounce right off it. 	渦巻き模様の内臓が透けてしまうほど薄い皮膚だが鋭いキバをはね返す弾力を持っているのだ。	
pokemon_desc_0061	The surface of Poliwhirl's body is always wet and slick with a slimy fluid. Because of this slippery covering, it can easily slip and slide out of the clutches of any enemy in battle. 	いつも体の表面が液体でぬるぬるぬれているため敵に捕まってもぬるりとすり抜け逃げることができるぞ。	
pokemon_desc_0062	Poliwrath's highly developed, brawny muscles never grow fatigued, however much it exercises. It is so tirelessly strong, this Pokémon can swim back and forth across the ocean without effort. 	発達した強靭な筋肉はどんなに運動しても疲れることはない。太平洋も軽く横断できるほどだ。	
pokemon_desc_0063	Abra sleeps for eighteen hours a day. However, it can sense the presence of foes even while it is sleeping. In such a situation, this Pokémon immediately teleports to safety. 	１日１８時間眠っているポケモン。眠ったままでも敵の気配を察知するとテレポートして逃げることができるぞ。	
pokemon_desc_0064	Kadabra emits a peculiar alpha wave if it develops a headache. Only those people with a particularly strong psyche can hope to become a Trainer of this Pokémon. 	頭痛を起こす特殊なアルファ波を出すので強い精神力の持ち主じゃないとユンゲラーのトレーナーにはなれない。	
pokemon_desc_0065	Alakazam's brain continually grows, making its head far too heavy to support with its neck. This Pokémon holds its head up using its psychokinetic power instead. 	脳がどんどん大きくなったので首では支えきれないほど頭が重くなった。超能力で頭を支えているのだ。	
pokemon_desc_0066	Machop's muscles are special—they never get sore no matter how much they are used in exercise. This Pokémon has sufficient power to hurl a hundred adult humans. 	どんなに運動をしても痛くならない特別な筋肉を持つポケモン。大人１００人を投げ飛ばすパワー。	
pokemon_desc_0067	Machoke's thoroughly toned muscles possess the hardness of steel. This Pokémon has so much strength, it can easily hold aloft a sumo wrestler on just one finger. 	鍛えあげた筋肉は鋼の硬さ。相撲取りの体も指１本で楽々持ちあげてしまう怪力のポケモンだ。	
pokemon_desc_0068	Machamp has the power to hurl anything aside. However, trying to do any work requiring care and dexterity causes its arms to get tangled. This Pokémon tends to leap into action before it thinks. 	なんでも投げ飛ばすパワーを持つが細かい作業をすると腕が絡まってしまう。考えるよりも先に体が動く。	
pokemon_desc_0069	Bellsprout's thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron. 	細くしなやかな体はどんな強い攻撃でもしなって避けることができる。口から鉄も溶かしてしまう液を出す。	
pokemon_desc_0070	Weepinbell has a large hook on its rear end. At night, the Pokémon hooks on to a tree branch and goes to sleep. If it moves around in its sleep, it may wake up to find itself on the ground. 	夜になるとお尻のフックを木の枝に引っ掛けてぶら下がり眠りにつく。寝相が悪いと朝落っこちているよ。	
pokemon_desc_0071	Victreebel has a long vine that extends from its head. This vine is waved and flicked about as if it were an animal to attract prey. When an unsuspecting prey draws near, this Pokémon swallows it whole. 	頭についた長いつるを小さな生き物のように動かし獲物を誘う。近づいてきたところをぱくりとひとのみ。	
pokemon_desc_0072	Tentacool's body is largely composed of water. If it is removed from the sea, it dries up like parchment. If this Pokémon happens to become dehydrated, put it back into the sea. 	体のほとんどが水でできているので海から出るとからからに干からびてしまう。干からびたときは海に戻してあげよう。	
pokemon_desc_0073	Tentacruel has large red orbs on its head. The orbs glow before lashing the vicinity with a harsh ultrasonic blast. This Pokémon's outburst creates rough waves around it. 	頭の赤い玉が光るとき激しい超音波があたりに発射される。そのとき海面が激しく波打つという。	
pokemon_desc_0074	The longer a Geodude lives, the more its edges are chipped and worn away, making it more rounded in appearance. However, this Pokémon's heart will remain hard, craggy, and rough always. 	長生きのイシツブテほど体の角は削れ丸くなっていくが気持ちはいつまでもごつごつとがって荒々しいのだ。	
pokemon_desc_0075	Graveler grows by feeding on rocks. Apparently, it prefers to eat rocks that are covered in moss. This Pokémon eats its way through a ton of rocks on a daily basis. 	岩を食べて成長するポケモンだ。コケのついた岩のほうが好きらしい。１日に１トンの岩を食べてしまうぞ。	
pokemon_desc_0076	Golem live up on mountains. If there is a large earthquake, these Pokémon will come rolling down off the mountains en masse to the foothills below. 	大きな地震が起こると山にすんでいるゴローニャが何匹もふもとまでごろごろ転がり落ちてくることがあるよ。	
pokemon_desc_0077	Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent. 	生まれてすぐは立ちあがるのもやっとだが転びながら親の後を追いかけているうちに丈夫な足腰に育つのだ。	
pokemon_desc_0078	Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph. 	いつもはのんびり野原を駆けまわっているが一度本気を出すとたてがみの炎が燃えあがり時速２４０キロで走りだす。	
pokemon_desc_0079	Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it's doing and often spends entire days just loafing at water's edge. 	尻尾を川に入れてエサを釣っているがそのうちなにをしているのか忘れてしまい川べりに寝そべったまま１日を終える。	
pokemon_desc_0080	Slowbro's tail has a Shellder firmly attached with a bite. As a result, the tail can't be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead. 	シェルダーがかみついているので尻尾でエサを釣れなくなったヤドランは渋々水中を泳いでエサを捕まえている。	
pokemon_desc_0081	Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box. 	電線にくっついて電気を食べている。停電になったらブレーカーを調べよう。コイルがびっしりくっついているかも。	
pokemon_desc_0082	Magneton emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this Pokémon. 	強い磁力で機械を壊してしまうので大きな街ではサイレンを鳴らしてレアコイルの大量発生を報せる。	
pokemon_desc_0083	Farfetch'd is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks. 	持っている植物のクキにも良いものとそうでないものがあるらしくカモネギ同士がクキを巡って戦うことがある。	
